nodenum	simstate
699	3
700	3
701	19
702	3
703	3
704	3
705	3
706	18
707	15
708	13
709	75
710	3
711	87
712	7
713	3
714	6
715	31
716	34
717	3
718	3
719	9
720	27
721	9
722	6
723	15
724	51
725	109
726	9
727	17
728	88
729	3
730	3
731	46
732	3
733	3
734	3
735	3
736	31
737	117
738	19
739	3
740	73
741	3
742	15
743	66
744	3
745	30
746	16
747	112
748	65
749	9
750	65
751	3
752	51
753	17
754	27
755	15
756	3
757	18
758	3
759	3
760	3
761	17
762	74
763	17
764	3
765	16
766	3
767	3
768	30
769	18
770	3
771	15
772	3
773	9
774	3
775	121
776	5
777	3
778	3
779	3
780	42
781	3
782	3
783	53
784	3
785	15
786	19
787	9
788	18
789	26
790	24
791	3
792	3
793	9
794	6
795	6
796	3
797	7
798	4
799	3
800	3
801	3
802	3
803	45
804	9
805	18
806	3
807	3
808	18
809	17
810	19
811	90
812	3
813	3
814	3
815	3
816	52
817	3
818	3
819	32
820	3
821	19
822	3
823	3
824	3
825	3
826	3
827	3
828	17
829	3
830	3
831	17
832	3
833	3
834	3
835	16
836	3
837	17
838	3
839	3
840	3
841	8
842	9
843	3
844	3
845	3
846	6
847	6
848	16
849	15
850	3
851	3
852	17
853	3
854	3
855	17
856	3
857	3
858	3
859	3
860	3
861	3
862	3
863	3
864	126
865	17
866	52
867	3
868	3
869	9
870	3
871	6
872	3
873	3
874	3
875	3
876	3
877	18
878	3
879	3
880	15
881	46
882	3
883	3
884	3
885	3
886	16
887	3
888	3
889	3
890	3
891	3
892	3
893	3
894	3
895	3
896	89
897	3
898	3
899	3
900	3
901	3
902	3
903	101
904	3
905	6
906	3
907	3
908	3
909	3
910	45
911	3
912	21
913	17
914	17
915	5
916	33
917	15
918	6
919	3
920	3
921	3
922	52
923	28
924	3
925	3
926	3
927	3
928	3
929	3
930	3
931	3
932	18
933	49
934	4
935	3
936	3
937	3
938	3
939	3
940	3
941	16
942	3
943	3
944	3
945	16
946	3
947	18
948	3
949	3
950	3
951	3
952	3
953	17
954	3
955	3
956	19
957	3
958	3
959	6
960	3
961	3
962	3
963	3
964	5
965	3
966	9
967	3
968	3
969	3
970	19
971	3
972	3
973	3
974	3
975	54
976	10
977	3
978	3
979	5
980	3
981	94
982	3
983	4
984	19
985	3
986	5
987	6
988	8
989	3
990	3
991	3
992	3
993	17
994	3
995	3
996	3
997	5
998	4
999	4
1000	4
1001	3
