nodenum	simstate
699	3
700	33
701	3
702	16
703	3
704	5
705	20
706	17
707	15
708	3
709	3
710	3
711	9
712	3
713	3
714	3
715	3
716	3
717	6
718	16
719	3
720	3
721	3
722	9
723	3
724	3
725	30
726	3
727	15
728	5
729	16
730	16
731	3
732	3
733	3
734	3
735	53
736	4
737	4
738	18
739	3
740	3
741	3
742	3
743	3
744	6
745	12
746	12
747	4
748	6
749	3
750	16
751	4
752	4
753	3
754	3
755	45
756	4
757	4
758	3
759	3
760	3
761	3
762	3
763	3
764	9
765	19
766	3
767	15
768	5
769	3
770	33
771	3
772	80
773	6
774	4
775	16
776	3
777	3
778	15
779	5
780	3
781	15
782	3
783	3
784	3
785	3
786	3
787	3
788	3
789	4
790	45
791	17
792	3
793	3
794	3
795	3
796	4
797	21
798	3
799	3
800	3
801	3
802	17
803	9
804	5
805	5
806	15
807	3
808	3
809	3
810	3
811	3
812	3
813	3
814	3
815	3
816	5
817	5
818	3
819	3
820	55
821	11
822	17
823	48
824	3
825	5
826	5
827	3
828	3
829	15
830	18
831	3
832	3
833	3
834	3
835	3
836	3
837	9
838	3
839	3
840	3
841	3
842	17
843	3
844	3
845	3
846	3
847	48
848	3
849	3
850	3
851	3
852	3
853	3
854	3
855	3
856	3
857	3
858	17
859	17
860	5
861	16
862	28
863	3
864	3
865	3
866	3
867	3
868	8
869	6
870	3
871	6
872	3
873	3
874	3
875	3
876	3
877	3
878	3
879	3
880	3
881	3
882	3
883	3
884	3
885	3
886	93
887	3
888	16
889	4
890	25
891	5
892	19
893	3
894	3
895	3
896	3
897	3
898	3
899	3
900	4
901	10
902	6
903	3
904	3
905	3
906	3
907	3
908	3
909	3
910	3
911	47
912	6
913	3
914	3
915	5
916	5
917	6
918	6
919	3
920	3
921	3
922	3
923	3
924	3
925	17
926	5
927	5
928	3
929	3
930	3
931	3
932	3
933	3
934	12
935	6
936	6
937	3
938	3
939	3
940	3
941	3
942	3
943	3
944	3
945	3
946	3
947	3
948	18
949	3
950	4
951	4
952	3
953	3
954	3
955	3
956	3
957	3
958	3
959	3
960	16
961	6
962	3
963	3
964	3
965	3
966	3
967	3
968	17
969	4
970	3
971	3
972	3
973	3
974	5
975	10
976	3
977	3
978	3
979	3
980	3
981	14
982	3
983	3
984	3
985	33
986	3
987	3
988	3
989	3
990	3
991	3
992	3
993	3
994	3
995	3
996	6
997	6
998	3
999	3
1000	10
1001	4
1002	13
1003	126
1004	3
1005	105
1006	3
1007	3
1008	15
1009	122
1010	72
1011	67
1012	68
1013	17
1014	6
1015	128
1016	3
1017	6
1018	16
1019	92
1020	3
1021	3
1022	3
1023	4
1024	122
1025	128
1026	3
1027	21
1028	6
1029	95
1030	127
1031	6
1032	36
1033	12
1034	3
1035	3
1036	100
1037	9
1038	3
1039	50
1040	122
1041	3
1042	16
1043	39
1044	114
1045	19
1046	3
1047	128
1048	16
1049	100
1050	6
1051	15
1052	28
1053	6
1054	6
1055	90
1056	6
1057	6
1058	3
1059	3
1060	3
1061	52
1062	6
1063	6
1064	27
1065	17
1066	6
1067	6
1068	61
1069	52
1070	19
1071	3
1072	9
1073	67
1074	3
1075	18
1076	3
1077	3
1078	6
1079	17
1080	46
1081	64
1082	3
1083	3
1084	128
1085	48
1086	12
1087	9
1088	3
1089	32
1090	3
1091	6
1092	106
1093	3
1094	3
1095	3
1096	3
1097	3
1098	18
1099	18
1100	3
1101	34
1102	3
1103	9
1104	3
1105	91
1106	3
1107	3
1108	3
1109	18
1110	3
1111	106
1112	49
1113	15
1114	33
1115	6
1116	6
1117	3
1118	3
1119	74
1120	51
1121	3
1122	3
1123	16
1124	3
1125	16
1126	3
1127	3
1128	3
1129	3
1130	46
1131	75
1132	92
1133	19
1134	8
1135	88
1136	3
1137	127
1138	128
1139	104
1140	18
1141	3
1142	3
1143	19
1144	3
1145	3
1146	16
1147	26
1148	125
1149	3
1150	3
1151	103
1152	17
1153	52
1154	17
1155	3
1156	3
1157	86
1158	3
1159	3
1160	32
1161	19
1162	17
1163	3
1164	3
1165	87
1166	91
1167	104
1168	52
1169	3
1170	26
1171	6
1172	16
1173	18
1174	128
1175	3
1176	3
1177	128
1178	9
1179	3
1180	3
1181	26
1182	87
1183	3
1184	9
1185	3
1186	9
1187	3
1188	3
1189	9
1190	36
1191	127
1192	3
1193	3
1194	3
1195	17
1196	3
1197	3
1198	15
1199	102
1200	3
1201	46
1202	3
1203	122
1204	3
1205	19
1206	3
1207	3
1208	128
1209	3
1210	3
1211	18
1212	15
1213	13
1214	75
1215	3
1216	87
1217	7
1218	125
1219	3
1220	6
1221	31
1222	34
1223	3
1224	3
1225	9
1226	27
1227	9
1228	6
1229	15
1230	51
1231	109
1232	9
1233	17
1234	88
1235	3
1236	3
1237	46
1238	3
1239	3
1240	31
1241	3
1242	3
1243	31
1244	117
1245	19
1246	3
1247	73
1248	3
1249	15
1250	66
1251	3
1252	47
1253	30
1254	16
1255	112
1256	65
1257	9
1258	65
1259	3
1260	51
1261	17
1262	27
1263	15
1264	118
1265	3
1266	18
1267	3
1268	3
1269	3
1270	17
1271	74
1272	17
1273	3
1274	16
1275	3
1276	3
1277	30
1278	18
1279	3
1280	15
1281	3
1282	9
1283	3
1284	121
1285	5
1286	47
1287	3
1288	3
1289	3
1290	42
1291	3
1292	3
1293	71
1294	53
1295	3
1296	15
1297	19
1298	9
1299	124
1300	18
1301	26
1302	24
1303	3
1304	3
1305	9
1306	6
1307	6
1308	3
1309	7
1310	4
1311	3
1312	3
1313	3
1314	3
1315	45
1316	9
1317	18
1318	67
1319	3
1320	128
1321	3
1322	18
1323	17
1324	19
1325	90
1326	3
1327	3
1328	3
1329	3
1330	52
1331	52
1332	3
1333	3
1334	93
1335	32
1336	3
1337	19
1338	3
1339	128
1340	3
1341	3
1342	3
1343	3
1344	3
1345	17
1346	3
1347	3
1348	17
1349	3
1350	3
1351	3
1352	16
1353	3
1354	17
1355	3
1356	3
1357	3
1358	17
1359	8
1360	9
1361	3
1362	3
1363	3
1364	6
1365	107
1366	6
1367	16
1368	15
1369	41
1370	128
1371	3
1372	3
1373	107
1374	17
1375	3
1376	3
1377	51
1378	17
1379	17
1380	3
1381	3
1382	3
1383	3
1384	3
1385	3
1386	34
1387	3
1388	3
1389	126
1390	17
1391	52
1392	3
1393	3
1394	9
1395	3
1396	15
1397	6
1398	3
1399	3
1400	3
1401	3
1402	48
1403	3
1404	3
1405	18
1406	3
1407	3
1408	15
1409	46
1410	3
1411	3
1412	3
1413	122
1414	3
1415	16
1416	3
1417	3
1418	124
1419	26
1420	3
1421	3
1422	3
1423	3
1424	47
1425	117
1426	3
1427	3
1428	3
1429	35
1430	89
1431	3
1432	19
1433	17
1434	3
1435	3
1436	3
1437	3
1438	3
1439	74
1440	101
1441	3
1442	30
1443	3
1444	6
1445	3
1446	3
1447	3
1448	3
1449	3
1450	91
1451	45
1452	3
1453	3
1454	12
1455	21
1456	17
1457	86
1458	17
1459	5
1460	47
1461	33
1462	18
1463	60
1464	15
1465	12
1466	3
1467	65
1468	5
1469	6
1470	93
1471	3
1472	104
1473	3
1474	3
1475	3
1476	53
1477	52
1478	28
1479	127
1480	3
1481	3
1482	3
1483	3
1484	3
1485	3
1486	3
1487	3
1488	3
1489	17
1490	18
1491	49
1492	4
1493	3
1494	90
1495	3
1496	125
1497	123
1498	3
1499	93
1500	19
1501	3
1502	3
1503	3
1504	3
1505	3
1506	9
1507	16
1508	6
1509	3
1510	3
1511	3
1512	3
1513	15
1514	3
1515	53
1516	3
1517	16
1518	66
1519	3
1520	52
1521	18
1522	3
1523	3
1524	3
1525	9
1526	3
1527	3
1528	17
1529	3
1530	118
1531	3
1532	3
1533	19
1534	3
1535	3
1536	46
1537	19
1538	19
1539	3
1540	3
1541	128
1542	6
1543	71
1544	15
1545	3
1546	3
1547	3
1548	3
1549	3
1550	71
1551	3
1552	19
1553	68
1554	3
1555	3
1556	17
1557	19
1558	65
1559	5
1560	45
1561	51
1562	117
1563	3
1564	5
1565	5
1566	3
1567	9
1568	3
1569	3
1570	3
1571	3
1572	3
1573	3
1574	118
1575	3
1576	3
1577	3
1578	51
1579	70
1580	3
1581	19
1582	3
1583	3
1584	3
1585	3
1586	15
1587	9
1588	54
1589	51
1590	3
1591	10
1592	3
1593	3
1594	3
1595	3
1596	3
1597	5
1598	121
1599	3
1600	3
1601	3
1602	94
1603	3
1604	19
1605	4
1606	19
1607	9
1608	3
1609	33
1610	3
1611	3
1612	3
1613	3
1614	5
1615	3
1616	16
1617	6
1618	8
1619	3
1620	3
1621	40
1622	20
1623	54
1624	18
1625	3
1626	127
1627	3
1628	3
1629	3
1630	3
1631	3
1632	3
1633	17
1634	5
1635	3
1636	3
1637	3
1638	18
1639	3
1640	3
1641	18
1642	9
1643	3
1644	32
1645	31
1646	39
1647	5
1648	8
1649	5
1650	3
1651	3
1652	102
1653	9
1654	3
1655	3
1656	16
1657	3
1658	18
1659	6
1660	3
1661	5
1662	4
1663	9
1664	66
1665	4
1666	4
1667	4
1668	3
1669	3
1670	102
1671	3
1672	3
1673	5
1674	4
1675	3
1676	3
1677	16
1678	3
1679	21
1680	3
1681	3
1682	3
1683	3
1684	3
1685	53
1686	5
1687	19
1688	5
1689	11
1690	16
1691	51
1692	16
1693	6
1694	3
1695	3
1696	3
1697	3
1698	5
1699	77
1700	46
1701	3
1702	18
1703	18
1704	16
1705	17
1706	15
1707	81
1708	5
1709	9
1710	3
1711	19
1712	3
1713	3
1714	3
1715	73
1716	51
1717	3
1718	3
1719	9
1720	17
1721	5
1722	45
1723	33
1724	18
1725	3
1726	49
1727	70
1728	52
1729	3
1730	31
1731	17
1732	3
1733	3
1734	33
1735	3
1736	17
1737	3
1738	18
1739	19
1740	3
1741	9
1742	3
1743	3
1744	17
1745	5
1746	3
1747	17
1748	88
1749	3
1750	16
1751	100
1752	3
1753	9
1754	3
1755	16
1756	3
1757	3
1758	3
1759	3
1760	3
1761	108
1762	4
1763	3
1764	3
1765	3
1766	86
1767	3
1768	3
1769	16
1770	4
1771	16
1772	3
1773	49
1774	16
1775	3
1776	3
1777	3
1778	3
1779	9
1780	5
1781	3
1782	3
1783	3
1784	3
1785	3
1786	15
1787	3
1788	3
1789	5
1790	38
1791	3
1792	5
1793	4
1794	19
1795	15
1796	9
1797	3
1798	3
1799	52
1800	19
1801	18
1802	3
1803	51
1804	4
1805	3
1806	3
1807	5
1808	3
1809	3
1810	54
1811	3
1812	19
1813	3
1814	18
1815	3
1816	3
1817	3
1818	16
1819	8
1820	3
1821	3
1822	17
1823	16
1824	52
1825	3
1826	3
1827	3
1828	11
1829	5
1830	4
1831	16
1832	3
1833	3
1834	3
1835	6
1836	17
1837	18
1838	3
1839	6
1840	3
1841	3
1842	3
1843	15
1844	8
1845	3
1846	34
1847	6
1848	3
1849	3
1850	3
1851	3
1852	3
1853	3
1854	15
1855	3
1856	4
1857	4
1858	3
1859	3
1860	16
1861	3
1862	65
1863	89
1864	15
1865	3
1866	18
1867	94
1868	3
1869	3
1870	5
1871	3
1872	15
1873	5
1874	5
1875	6
1876	10
1877	3
1878	19
1879	3
1880	28
1881	6
1882	27
1883	16
1884	17
1885	111
1886	37
1887	36
1888	3
1889	3
1890	5
1891	69
1892	14
1893	3
1894	3
1895	3
1896	3
1897	6
1898	53
1899	6
1900	3
1901	16
1902	15
1903	17
1904	3
1905	3
1906	16
1907	3
1908	67
1909	31
1910	16
1911	15
1912	3
1913	5
1914	3
1915	3
1916	3
1917	3
1918	3
1919	16
1920	3
1921	10
1922	3
1923	3
1924	34
1925	5
1926	3
1927	4
1928	9
1929	4
1930	4
1931	3
1932	3
1933	51
1934	3
1935	5
1936	12
1937	54
1938	3
1939	5
1940	3
1941	3
1942	18
1943	17
1944	5
1945	3
1946	3
1947	3
1948	5
1949	3
1950	3
1951	3
1952	3
1953	11
1954	5
1955	3
1956	4
1957	31
1958	3
1959	6
1960	3
1961	3
1962	3
1963	3
1964	3
1965	3
1966	3
1967	3
1968	4
1969	3
1970	3
1971	71
1972	3
1973	3
1974	3
1975	3
1976	18
1977	3
1978	16
1979	3
1980	4
1981	5
1982	3
1983	3
1984	3
1985	3
1986	5
1987	3
1988	3
1989	3
1990	3
1991	3
1992	15
1993	3
1994	3
1995	6
1996	4
1997	3
1998	6
1999	10
2000	3
2001	3
