event	i	j	k	pair	wt	prob	rate	val	rates_t
s	16	16	3	2	1.9333333333333333	0.1629211164106543	0.0008784364742148987	0.0008784364742148987	0.0008784364742148987
j	16	16	4	2	0.13334177891412421	0.011236650768037117	6.058566317320645e-5	6.058566317320645e-5	6.059054274675165e-5
j	16	16	5	2	0.13334177891412421	0.011236650768037117	6.058566317320645e-5	6.058566317320645e-5	6.058566317320645e-5
v	17	6	4	2	1.9333333333333333	0.16292105189744313	0.0008784361263732008	0.0008784361263732008	0.0008784361263732008
v	17	8	2	2	1.9333333333333333	0.16292105189744313	0.0008784361263732008	0.0008784361263732008	0.0008784361263732008
v	17	11	1	2	1.9333333333333333	0.16292105189744313	0.0008784361263732008	0.0008784361263732008	0.0008784361263732008
s	17	17	1	2	1.9333333333333333	0.16292105189744313	0.0008784361263732008	0.0008784361263732008	0.0008784361263732008
s	17	17	2	2	1.9333333333333333	0.16292105189744313	0.0008784361263732008	0.0008784361263732008	0.0008784361263732008
j	17	17	3	2	0.13334412838907964	0.011236844307670635	6.058670669830027e-5	6.058670669830027e-5	6.059051875376591e-5
s	17	17	4	2	1.9333333333333333	0.16292105189744313	0.0008784361263732008	0.0008784361263732008	0.0008784361263732008
j	17	17	5	2	0.13334412838907964	0.011236844307670635	6.058670669830027e-5	6.058670669830027e-5	6.058814586772294e-5
v	18	6	5	2	1.9333333333333333	0.16292124237560426	0.0008784371533914779	0.0008784371533914779	0.0008784371533914779
v	18	9	2	2	1.9333333333333333	0.16292124237560426	0.0008784371533914779	0.0008784371533914779	0.0008784371533914779
v	18	12	1	2	1.9333333333333333	0.16292124237560426	0.0008784371533914779	0.0008784371533914779	0.0008784371533914779
s	18	18	1	2	1.9333333333333333	0.16292124237560426	0.0008784371533914779	0.0008784371533914779	0.0008784371533914779
s	18	18	2	2	1.9333333333333333	0.16292124237560426	0.0008784371533914779	0.0008784371533914779	0.0008784371533914779
j	18	18	3	2	0.13333719146383627	0.011236272873187252	6.058362564346903e-5	6.058362564346903e-5	6.0585710076250806e-5
j	18	18	4	2	0.13333719146383627	0.011236272873187252	6.058362564346903e-5	6.058362564346903e-5	6.058821672032014e-5
s	18	18	5	2	1.9333333333333333	0.16292124237560426	0.0008784371533914779	0.0008784371533914779	0.0008784371533914779
v	19	7	4	2	1.9333333333333333	0.16292105105555357	0.000878436121833909	0.000878436121833909	0.000878436121833909
v	19	8	3	2	1.9333333333333333	0.16292105105555357	0.000878436121833909	0.000878436121833909	0.000878436121833909
v	19	13	1	2	1.9333333333333333	0.16292105105555357	0.000878436121833909	0.000878436121833909	0.000878436121833909
s	19	19	1	2	1.9333333333333333	0.16292105105555357	0.000878436121833909	0.000878436121833909	0.000878436121833909
j	19	19	2	2	0.1333441590494537	0.01123684683333926	6.058672031617554e-5	6.058672031617554e-5	6.059051844041171e-5
s	19	19	3	2	1.9333333333333333	0.16292105105555357	0.000878436121833909	0.000878436121833909	0.000878436121833909
s	19	19	4	2	1.9333333333333333	0.16292105105555357	0.000878436121833909	0.000878436121833909	0.000878436121833909
j	19	19	5	2	0.1333441590494537	0.01123684683333926	6.058672031617554e-5	6.058672031617554e-5	6.0588159485921685e-5
v	20	7	5	2	1.9333333333333333	0.16292124191751126	0.0008784371509215365	0.0008784371509215365	0.0008784371509215365
v	20	9	3	2	1.9333333333333333	0.16292124191751126	0.0008784371509215365	0.0008784371509215365	0.0008784371509215365
v	20	14	1	2	1.9333333333333333	0.16292124191751126	0.0008784371509215365	0.0008784371509215365	0.0008784371509215365
s	20	20	1	2	1.9333333333333333	0.16292124191751126	0.0008784371509215365	0.0008784371509215365	0.0008784371509215365
j	20	20	2	2	0.13333720814686797	0.011236274247466257	6.058363305329307e-5	6.058363305329307e-5	6.0585709905939755e-5
s	20	20	3	2	1.9333333333333333	0.16292124191751126	0.0008784371509215365	0.0008784371509215365	0.0008784371509215365
j	20	20	4	2	0.13333720814686797	0.011236274247466257	6.058363305329307e-5	6.058363305329307e-5	6.058823048169206e-5
s	20	20	5	2	1.9333333333333333	0.16292124191751126	0.0008784371509215365	0.0008784371509215365	0.0008784371509215365
v	21	8	5	2	1.9333333333333333	0.16292117487670574	0.0008784367894515802	0.0008784367894515802	0.0008784367894515802
v	21	9	4	2	1.9333333333333333	0.16292117487670574	0.0008784367894515802	0.0008784367894515802	0.0008784367894515802
v	21	15	1	2	1.9333333333333333	0.16292117487670574	0.0008784367894515802	0.0008784367894515802	0.0008784367894515802
s	21	21	1	2	1.9333333333333333	0.16292117487670574	0.0008784367894515802	0.0008784367894515802	0.0008784367894515802
j	21	21	2	2	0.1333396496693163	0.011236475369882771	6.0584717463161725e-5	6.0584717463161725e-5	6.058819165011827e-5
j	21	21	3	2	0.1333396496693163	0.011236475369882771	6.0584717463161725e-5	6.0584717463161725e-5	6.058820558174402e-5
s	21	21	4	2	1.9333333333333333	0.16292117487670574	0.0008784367894515802	0.0008784367894515802	0.0008784367894515802
s	21	21	5	2	1.9333333333333333	0.16292117487670574	0.0008784367894515802	0.0008784367894515802	0.0008784367894515802
v	22	10	4	2	1.9333333333333333	0.16292112034876063	0.0008784364954483418	0.0008784364954483418	0.0008784364954483418
v	22	11	3	2	1.9333333333333333	0.16292112034876063	0.0008784364954483418	0.0008784364954483418	0.0008784364954483418
v	22	13	2	2	1.9333333333333333	0.16292112034876063	0.0008784364954483418	0.0008784364954483418	0.0008784364954483418
j	22	22	1	2	0.13334163549422343	0.011236638953718075	6.058559947287715e-5	6.058559947287715e-5	6.059054421014693e-5
s	22	22	2	2	1.9333333333333333	0.16292112034876063	0.0008784364954483418	0.0008784364954483418	0.0008784364954483418
s	22	22	3	2	1.9333333333333333	0.16292112034876063	0.0008784364954483418	0.0008784364954483418	0.0008784364954483418
s	22	22	4	2	1.9333333333333333	0.16292112034876063	0.0008784364954483418	0.0008784364954483418	0.0008784364954483418
j	22	22	5	2	0.13334163549422343	0.011236638953718075	6.058559947287715e-5	6.058559947287715e-5	6.0587038615998916e-5
v	23	10	5	2	1.9333333333333333	0.1629213287465629	0.0008784376190855638	0.0008784376190855638	0.0008784376190855638
v	23	12	3	2	1.9333333333333333	0.1629213287465629	0.0008784376190855638	0.0008784376190855638	0.0008784376190855638
v	23	14	2	2	1.9333333333333333	0.1629213287465629	0.0008784376190855638	0.0008784376190855638	0.0008784376190855638
j	23	23	1	2	0.13333404597008666	0.011236013760311286	6.058222856121105e-5	6.058222856121105e-5	6.058574215358456e-5
s	23	23	2	2	1.9333333333333333	0.1629213287465629	0.0008784376190855638	0.0008784376190855638	0.0008784376190855638
s	23	23	3	2	1.9333333333333333	0.1629213287465629	0.0008784376190855638	0.0008784376190855638	0.0008784376190855638
j	23	23	4	2	0.13333404597008666	0.011236013760311286	6.058222856121105e-5	6.058222856121105e-5	6.058711605140501e-5
s	23	23	5	2	1.9333333333333333	0.1629213287465629	0.0008784376190855638	0.0008784376190855638	0.0008784376190855638
v	24	11	5	2	1.9333333333333333	0.1629211573410566	0.0008784366949030396	0.0008784366949030396	0.0008784366949030396
v	24	12	4	2	1.9333333333333333	0.1629211573410566	0.0008784366949030396	0.0008784366949030396	0.0008784366949030396
v	24	15	2	2	1.9333333333333333	0.1629211573410566	0.0008784366949030396	0.0008784366949030396	0.0008784366949030396
j	24	24	1	2	0.13334028829086733	0.011236527976830127	6.058500110878343e-5	6.058500110878343e-5	6.05881851303501e-5
s	24	24	2	2	1.9333333333333333	0.1629211573410566	0.0008784366949030396	0.0008784366949030396	0.0008784366949030396
j	24	24	3	2	0.13334028829086733	0.011236527976830127	6.058500110878343e-5	6.058500110878343e-5	6.058705239006789e-5
s	24	24	4	2	1.9333333333333333	0.1629211573410566	0.0008784366949030396	0.0008784366949030396	0.0008784366949030396
s	24	24	5	2	1.9333333333333333	0.1629211573410566	0.0008784366949030396	0.0008784366949030396	0.0008784366949030396
v	25	13	5	2	1.9333333333333333	0.1629211569572585	0.0008784366928336807	0.0008784366928336807	0.0008784366928336807
v	25	14	4	2	1.9333333333333333	0.1629211569572585	0.0008784366928336807	0.0008784366928336807	0.0008784366928336807
v	25	15	3	2	1.9333333333333333	0.1629211569572585	0.0008784366928336807	0.0008784366928336807	0.0008784366928336807
j	25	25	1	2	0.1333403022682097	0.011236529128224457	6.0585007316860066e-5	6.0585007316860066e-5	6.058819891931498e-5
j	25	25	2	2	0.1333403022682097	0.011236529128224457	6.0585007316860066e-5	6.0585007316860066e-5	6.0587052247224296e-5
s	25	25	3	2	1.9333333333333333	0.1629211569572585	0.0008784366928336807	0.0008784366928336807	0.0008784366928336807
s	25	25	4	2	1.9333333333333333	0.1629211569572585	0.0008784366928336807	0.0008784366928336807	0.0008784366928336807
s	25	25	5	2	1.9333333333333333	0.1629211569572585	0.0008784366928336807	0.0008784366928336807	0.0008784366928336807
v	26	16	4	2	1.9333333333333333	0.12379927411296598	0.0006674997094179369	0.0006674997094179369	0.0006674997094179369
v	26	17	3	2	1.9333333333333333	0.12379927411296598	0.0006674997094179369	0.0006674997094179369	0.0006674997094179369
v	26	19	2	2	1.9333333333333333	0.12379927411296598	0.0006674997094179369	0.0006674997094179369	0.0006674997094179369
v	26	22	1	2	1.9333333333333333	0.12379927411296598	0.0006674997094179369	0.0006674997094179369	0.0006674997094179369
s	26	26	1	2	1.9333333333333333	0.12379927411296598	0.0006674997094179369	0.0006674997094179369	0.0006674997094179369
s	26	26	2	2	1.9333333333333333	0.12379927411296598	0.0006674997094179369	0.0006674997094179369	0.0006674997094179369
s	26	26	3	2	1.9333333333333333	0.12379927411296598	0.0006674997094179369	0.0006674997094179369	0.0006674997094179369
s	26	26	4	2	1.9333333333333333	0.12379927411296598	0.0006674997094179369	0.0006674997094179369	0.0006674997094179369
j	26	26	5	2	0.15001079114443525	0.009605807096272153	5.1792496292309666e-5	5.1792496292309666e-5	5.1793418996905893e-5
v	27	16	5	2	1.9333333333333333	0.12379932199834079	0.0006674999676058302	0.0006674999676058302	0.0006674999676058302
v	27	18	3	2	1.9333333333333333	0.12379932199834079	0.0006674999676058302	0.0006674999676058302	0.0006674999676058302
v	27	20	2	2	1.9333333333333333	0.12379932199834079	0.0006674999676058302	0.0006674999676058302	0.0006674999676058302
v	27	23	1	2	1.9333333333333333	0.12379932199834079	0.0006674999676058302	0.0006674999676058302	0.0006674999676058302
s	27	27	1	2	1.9333333333333333	0.12379932199834079	0.0006674999676058302	0.0006674999676058302	0.0006674999676058302
s	27	27	2	2	1.9333333333333333	0.12379932199834079	0.0006674999676058302	0.0006674999676058302	0.0006674999676058302
s	27	27	3	2	1.9333333333333333	0.12379932199834079	0.0006674999676058302	0.0006674999676058302	0.0006674999676058302
j	27	27	4	2	0.15000475063919488	0.009605424013273708	5.179043078916373e-5	5.179043078916373e-5	5.179448186064801e-5
s	27	27	5	2	1.9333333333333333	0.12379932199834079	0.0006674999676058302	0.0006674999676058302	0.0006674999676058302
v	28	17	5	2	1.9333333333333333	0.12379929739872177	0.0006674998349698461	0.0006674998349698461	0.0006674998349698461
v	28	18	4	2	1.9333333333333333	0.12379929739872177	0.0006674998349698461	0.0006674998349698461	0.0006674998349698461
v	28	21	2	2	1.9333333333333333	0.12379929739872177	0.0006674998349698461	0.0006674998349698461	0.0006674998349698461
v	28	24	1	2	1.9333333333333333	0.12379929739872177	0.0006674998349698461	0.0006674998349698461	0.0006674998349698461
s	28	28	1	2	1.9333333333333333	0.12379929739872177	0.0006674998349698461	0.0006674998349698461	0.0006674998349698461
s	28	28	2	2	1.9333333333333333	0.12379929739872177	0.0006674998349698461	0.0006674998349698461	0.0006674998349698461
j	28	28	3	2	0.15000785375993428	0.009605620810225896	5.179149187703634e-5	5.179149187703634e-5	5.179393587899374e-5
s	28	28	4	2	1.9333333333333333	0.12379929739872177	0.0006674998349698461	0.0006674998349698461	0.0006674998349698461
s	28	28	5	2	1.9333333333333333	0.12379929739872177	0.0006674998349698461	0.0006674998349698461	0.0006674998349698461
v	29	19	5	2	1.9333333333333333	0.12379929726200253	0.0006674998342326847	0.0006674998342326847	0.0006674998342326847
v	29	20	4	2	1.9333333333333333	0.12379929726200253	0.0006674998342326847	0.0006674998342326847	0.0006674998342326847
v	29	21	3	2	1.9333333333333333	0.12379929726200253	0.0006674998342326847	0.0006674998342326847	0.0006674998342326847
v	29	25	1	2	1.9333333333333333	0.12379929726200253	0.0006674998342326847	0.0006674998342326847	0.0006674998342326847
s	29	29	1	2	1.9333333333333333	0.12379929726200253	0.0006674998342326847	0.0006674998342326847	0.0006674998342326847
j	29	29	2	2	0.15000787100639468	0.009605621903979717	5.1791497774327446e-5	5.1791497774327446e-5	5.179393284436298e-5
s	29	29	3	2	1.9333333333333333	0.12379929726200253	0.0006674998342326847	0.0006674998342326847	0.0006674998342326847
s	29	29	4	2	1.9333333333333333	0.12379929726200253	0.0006674998342326847	0.0006674998342326847	0.0006674998342326847
s	29	29	5	2	1.9333333333333333	0.12379929726200253	0.0006674998342326847	0.0006674998342326847	0.0006674998342326847
v	30	22	5	2	1.9333333333333333	0.12379930851491655	0.0006674998949060359	0.0006674998949060359	0.0006674998949060359
v	30	23	4	2	1.9333333333333333	0.12379930851491655	0.0006674998949060359	0.0006674998949060359	0.0006674998949060359
v	30	24	3	2	1.9333333333333333	0.12379930851491655	0.0006674998949060359	0.0006674998949060359	0.0006674998949060359
v	30	25	2	2	1.9333333333333333	0.12379930851491655	0.0006674998949060359	0.0006674998949060359	0.0006674998949060359
j	30	30	1	2	0.15000645150657765	0.009605531880667591	5.179101238751791e-5	5.179101238751791e-5	5.179418260805819e-5
s	30	30	2	2	1.9333333333333333	0.12379930851491655	0.0006674998949060359	0.0006674998949060359	0.0006674998949060359
s	30	30	3	2	1.9333333333333333	0.12379930851491655	0.0006674998949060359	0.0006674998949060359	0.0006674998949060359
s	30	30	4	2	1.9333333333333333	0.12379930851491655	0.0006674998949060359	0.0006674998949060359	0.0006674998949060359
s	30	30	5	2	1.9333333333333333	0.12379930851491655	0.0006674998949060359	0.0006674998949060359	0.0006674998949060359
v	31	26	5	2	1.9333333333333333	0.1	0.0005391790171635805	0.0005391790171635805	0.0005391790171635805
v	31	27	4	2	1.9333333333333333	0.1	0.0005391790171635805	0.0005391790171635805	0.0005391790171635805
v	31	28	3	2	1.9333333333333333	0.1	0.0005391790171635805	0.0005391790171635805	0.0005391790171635805
v	31	29	2	2	1.9333333333333333	0.1	0.0005391790171635805	0.0005391790171635805	0.0005391790171635805
v	31	30	1	2	1.9333333333333333	0.1	0.0005391790171635805	0.0005391790171635805	0.0005391790171635805
s	31	31	1	2	1.9333333333333333	0.1	0.0005391790171635805	0.0005391790171635805	0.0005391790171635805
s	31	31	2	2	1.9333333333333333	0.1	0.0005391790171635805	0.0005391790171635805	0.0005391790171635805
s	31	31	3	2	1.9333333333333333	0.1	0.0005391790171635805	0.0005391790171635805	0.0005391790171635805
s	31	31	4	2	1.9333333333333333	0.1	0.0005391790171635805	0.0005391790171635805	0.0005391790171635805
s	31	31	5	2	1.9333333333333333	0.1	0.0005391790171635805	0.0005391790171635805	0.0005391790171635805
